Time,Tweet,Comment,Retweet,Like,ImageLink
3:23 AM - 11 Aug 2016,b'Coming this October: India\xe2\x80\x99s first drone racing league - http://factordaily.com/drone-racing-india-league/\xc2\xa0\xe2\x80\xa6 #droneracing #idrl #droneracingindia #drones #fpv #league',0,1,3,
6:12 AM - 6 Aug 2016,"b""We like what we see of the @DroneSquadApp so far! And we think we might use it @ IDRL's launch event in October""",0,1,0,
6:03 AM - 6 Aug 2016,b'I liked a @YouTube video from @mrsteelefpv http://youtu.be/kjDOibQheg4?a\xc2\xa0 US Drone Nationals 2016 NYC (Day 1)',0,1,0,
4:16 AM - 6 Aug 2016,b'Money pouring into drone racing as first ESPN broadcast takes to the air http://news.dronenr.com/?read=http%3A%2F%2Flinkis.com%2Fmarketwatch.com%2FMoney_pouring_into_d.html\xc2\xa0\xe2\x80\xa6',0,3,4,
3:59 AM - 6 Aug 2016,b'The story of our parent company.https://twitter.com/1MartianWay/status/761878947999080448\xc2\xa0\xe2\x80\xa6',0,0,0,
2:38 AM - 31 Jul 2016,b'Our #IDRL #droneracing frame Rev 1 is coming strong from @ChordataQuads. Lookout for Rev 2 #quad #drones #fpv #uavpic.twitter.com/E9hUj4Ltcp',0,6,2,
3:42 AM - 27 Jul 2016,b'Introducing Official #IDRL Pilot Cards! Get yours today at: http://droneracingindia.com/registration/\xc2\xa0. #drones #droneracing #fpv #uavpic.twitter.com/1pViMoGw71',0,3,3,
3:40 AM - 27 Jul 2016,b'Congrats to our friends @Drone_NR. Excellent feat!https://twitter.com/Drone_NR/status/758227215498620928\xc2\xa0\xe2\x80\xa6',0,0,3,
10:21 AM - 24 Jul 2016,b'Read the inspiring story of Flying Sid in our 1st IDRL Pilot Showcase http://droneracingindia.com/2016/07/24/idrl-pilot-showcase-siddharth-nayak-flying-sid/\xc2\xa0\xe2\x80\xa6 #drones #droneracingpic.twitter.com/zEN9rDFYTS',0,3,5,
2:23 AM - 24 Jul 2016,b'By our awesome friends @Drone_NR. Help make it happen for Cyber Sky on @indiegogo https://igg.me/p/1839288/twtr\xc2\xa0',1,1,3,
8:57 AM - 23 Jul 2016,b'Drones racing is growing larger by the day! India getting into the action! #fpvracing #drones #fpvhttps://twitter.com/IDRLdroneracing/status/756798017345163264\xc2\xa0\xe2\x80\xa6',0,6,1,
3:28 AM - 23 Jul 2016,b'Seeking experienced #drone #pilots to train our participants @ IIT Gandhinagar. #drones #droneracing #fpv #educationpic.twitter.com/f5HoqN0Xm8',0,15,13,
7:03 AM - 22 Jul 2016,b'A MAJOR congratulations to our pals at @ChordataQuads ! IDRL could not have picked a better drone designer.https://twitter.com/IDRLdroneracing/status/756380953073766404\xc2\xa0\xe2\x80\xa6',0,4,3,
5:29 AM - 22 Jul 2016,b'We are proud to announce we will design and supply the #drones for @IDRLdroneracing! #drone #droneracing #FPVracingpic.twitter.com/hCHS9X4Oqf',0,13,9,
11:50 PM - 21 Jul 2016,b'We are announcing today that the official IDRL racing drones will be made by @ChordataQuads. #droneracing #fpv #uavpic.twitter.com/iASYfPteza',1,12,11,
10:38 AM - 18 Jul 2016,b'Indian Drone Racing League by @1MartianWay. Worldwide Media partner @Drone_NR. Stay tuned #droneracing #drones #fpvpic.twitter.com/KOQlhbsPbG',0,5,7,
8:57 AM - 18 Jul 2016,"b""Our gorgeous new Press Kit Designed by our friends @Drone_NR. Couldn't be better!pic.twitter.com/vSI8CkmhK0""",0,3,4,
2:31 AM - 29 May 2016,b'Congrats to our top 16. See you in finals tomorrow. #IDRA #droneracing #nacuppic.twitter.com/syjErLya7A',0,6,6,
5:32 PM - 22 May 2016,b'Congrats to the 5 pilots who qualified to @dronenationals at the @aerialsports qualifier.pic.twitter.com/16CvunJMDE',1,16,27,
7:26 PM - 22 May 2016,b'New Carbon Fiber Racing Drone Speeding and Compact Design\nhttp://www.uavgl.com/sale-7849252-new-carbon-fiber-racing-drone-speeding-and-compact-design.html\xc2\xa0\xe2\x80\xa6 @RacingF3U @RacingF3U @FPV_Racepic.twitter.com/cwJ2dDZSTp',0,2,2,
4:31 AM - 23 May 2016,"b'our new drone racing : L230-2 / Scorpion 230 , which one do you like ?pic.twitter.com/1aIArxDyHO'",0,4,6,
9:43 AM - 25 May 2016,b'Hugo is unboxing the Mi Drone now live on Facebook. Watch: https://m.facebook.com/hbarra76\xc2\xa0 @hbarra',2,26,71,
11:50 AM - 25 May 2016,"b""Here's a look at #MiDrone, our 4K UHD drone with 3-axis gimbal stabilization. Isn't it gorgeous?pic.twitter.com/AuVpgKSSNP""",18,167,251,
3:47 PM - 24 May 2016,"b'The new Yi 4K boasts an amazing feature packed camera, delivering great images in a very affordable price. @xiaomipic.twitter.com/07tqJaQihi'",0,4,8,
7:17 PM - 24 May 2016,"b""Who's ready for the IDRA North American Cup West qualifier this weekend. We have 90 of the top US pilots competing!pic.twitter.com/XLt9fQXw3B""",1,7,15,
7:18 AM - 1 May 2016,b'25 Geniuses Who Are Creating the Future of Business http://www.wired.com/2016/04/wired-nextlist-2016/\xc2\xa0\xe2\x80\xa6 #AI #VR #blockchain #Drones #Cloud #botspic.twitter.com/jQjaanKZqM',0,6,4,
7:47 AM - 1 May 2016,b'How one company is creating the first live drone racing TV channel. http://bit.ly/21F3ncA\xc2\xa0pic.twitter.com/ZbI1xWji11',0,4,2,
11:09 AM - 8 Apr 2016,b'DJI launches new social search and discovery mobile app | Droneblog - http://bit.ly/1XlCWrH\xc2\xa0 #drones',0,5,5,
6:01 AM - 8 Apr 2016,b'Last call! Only a few left. Neato 180mm #quadcopter #frame. #fpv #fpvracing #4inchprops  http://goo.gl/HOSq3B\xc2\xa0pic.twitter.com/phpwXJ5d6n',0,8,9,
9:46 AM - 31 Mar 2016,"b'""One thing that I love about this sport is that FPV racing is one of the least exclusive in the world."" - Todd Wahl http://thirdlawsports.com/2016/03/30/interview-todd-wahl-drone-racing-club/\xc2\xa0\xe2\x80\xa6'",0,5,3,
9:17 AM - 27 Mar 2016,b'Big news...  TBS Vendetta is coming!! Order is in!! pic.twitter.com/Ye8QpQNAhx',0,1,2,
10:02 PM - 27 Mar 2016,b'Read a full and honest interview with @BanniUK after winning @worlddroneprix #Dubai DL FREE: http://bit.ly/dronemag\xc2\xa0pic.twitter.com/7bDWeC9FPm',0,6,6,
2:56 AM - 24 Mar 2016,b'Drone Racing League (@DroneRaceLeague) builds epic race course in old Hawthorne mall http://bit.ly/22rJs6G\xc2\xa0 #FPVpic.twitter.com/0dcEKjFb8K',0,6,3,
6:22 AM - 11 Mar 2016,b'Design is finalized Q3D 220 #3dprinted racing drone. @FELIXprinters #FelixBuilder #FELIXprinters #fpv #drone #Dronepic.twitter.com/rHyzkf2MlG',1,7,7,
5:34 AM - 31 Mar 2016,b'Worlds Smallest #RC #Drone!\nhttp://dld.bz/etMZs\xc2\xa0\n#nanopic.twitter.com/zjMxsEaCx4',0,1,0,
4:23 AM - 31 Mar 2016,b'Parrot\xe2\x80\x99s Henri Seydoux to talk about the future of #drones at Disrupt\xc2\xa0NY #hobby #drone http://tcrn.ch/1olKIFR\xc2\xa0 v\xc3\xada @techcrunch',0,1,0,
5:36 AM - 30 Mar 2016,b'Check out @RoboLandIndia brand new web presence. Special thanks to @Drone_NR. Website: http://www.roboland.in\xc2\xa0pic.twitter.com/zL9zkcdvUf',0,2,4,
10:20 PM - 29 Mar 2016,b'Check out this awesome Drone Kickstarter @Freebird_Flighthttps://www.kickstarter.com/projects/1806738365/freebird-flight-safest-best-performing-weatherproo\xc2\xa0\xe2\x80\xa6',0,2,7,
2:58 AM - 28 Mar 2016,b'DroneNR is back up and live again. Completely remade!!! http://DroneNR.com\xc2\xa0 #drones #DroneNR',0,2,2,
10:04 AM - 28 Mar 2016,b'Watch This Drone Take On a Formula E Race Car - Fortune http://for.tn/1Uod4gJ\xc2\xa0pic.twitter.com/vnKyXlPb3L',0,3,4,
12:56 PM - 27 Mar 2016,b'WATCH: High-Speed Drone Takes on High-Powered Electric Race Car - Maxim http://bit.ly/1UnqoSz\xc2\xa0 #drone #rpv #uav',0,8,6,
12:24 PM - 25 Mar 2016,"b'Drone Disruption: The Stakes, The Players, And The Opportunities via @forbes http://www.forbes.com/sites/markpmills/2016/03/23/drone-disruption-the-stakes-the-players-and-the-opportunities/#1bba02bc7bc5\xc2\xa0\xe2\x80\xa6'",0,5,5,
8:45 AM - 28 Mar 2016,b'The BEST Goggles EVER! FatShark Dominator HD V2\nhttp://amzn.to/1UVV1x5\xc2\xa0pic.twitter.com/RQLAI7fmEG',0,2,1,
8:45 AM - 28 Mar 2016,b'FatShark Receiver Module (~$40.00) - You need this in order for your new goggles to work -  http://amzn.to/1Uofqfn\xc2\xa0pic.twitter.com/i51CQK9VjB',0,2,1,
9:02 AM - 28 Mar 2016,b'Curious about #droneracing? @Thirdlawsports Interview about an easy way to get started http://rgn.bz/XwCH\xc2\xa0',0,2,1,
8:33 PM - 25 Mar 2016,"b'Near misses between drones and airplanes on the rise in US, says FAA http://bit.ly/1SciYLG\xc2\xa0'",0,1,0,
5:20 PM - 26 Mar 2016,"b'#RotorX Crowdfunding #RX122 we need your support to reach 10,000 goal http://ow.ly/ZWFX2\xc2\xa0 #fpvracing #dronespic.twitter.com/g5eFpKmW6A'",0,13,15,
6:47 PM - 23 Mar 2016,"b""LIVE on #Periscope: We're paying gas money to go to our next race in Canada  https://www.pscp.tv/w/acHtQjFEWkVvQnBlcm9qYXl8MUJkR1libG1YZFlKWDsTIhcGumUn05jj9A88NNGYcKEwFgFkz2SmXbnjvvyp\xc2\xa0\xe2\x80\xa6""",1,2,5,
8:35 PM - 23 Mar 2016,"b'Students from @woolsthorpeps explore #robots, #drones & new tech in education @MakerFaireMel http://bit.ly/1UlVNVK\xc2\xa0pic.twitter.com/f3deZwhvKn'",0,8,5,
8:34 PM - 23 Mar 2016,b'Drone racing turning into big money sport http://bit.ly/1XOAUQJ\xc2\xa0pic.twitter.com/iUHGYTNuOQ',0,3,2,
4:09 AM - 22 Mar 2016,"b""Great news !! We've made it to the finals of the @Innorobo's #robotics #startup competition !!https://twitter.com/Innorobo/status/712193482316591106\xc2\xa0\xe2\x80\xa6""",1,7,11,
6:01 AM - 22 Mar 2016,b'Amazing drone video from @bennymack http://buff.ly/1U4g15Y\xc2\xa0  #drone #videos #art #amazing #kenblock #ken #racing #NZpic.twitter.com/9hI25S8hW0',0,3,5,
2:29 PM - 21 Mar 2016,b'Drones in 2016: Where do Unmanned Aircraft Go From Here?\nvia @Newsweek (quoting @dronelaws)\nhttp://www.newsweek.com/drones-2016-where-do-unmanned-aircraft-go-here-438630\xc2\xa0\xe2\x80\xa6',0,4,2,
7:45 AM - 18 Mar 2016,b'Racing Drone Coalition is out! http://racingnews.dronecoalition.net/?edition_id=15c024a0-ed18-11e5-b721-0cc47a0d164b\xc2\xa0\xe2\x80\xa6 Stories via @SolaLumLLC @FPVUK @Unahenn',0,2,1,
1:52 AM - 18 Mar 2016,"b'1MW Industrux Lite - Now Shipping! $1275 + S/H | 1Kg Payload, 25 Mins Flight, Fully Autonomous | Customizable UAVpic.twitter.com/I5hdPPoAu5'",0,1,7,
9:15 AM - 16 Mar 2016,b'Want to rule the skies with a LegoCopter fleet? Join us in building it brick by brick. #make #DIY #roboticspic.twitter.com/CGixENkbaw',0,3,6,
5:02 AM - 16 Mar 2016,b'9 Awesome Drone Art Videos http://ow.ly/ZjxLO\xc2\xa0 #Dronespic.twitter.com/IVzHbpueeY',0,3,2,
8:56 AM - 16 Mar 2016,"b'Our CEO, Max Ruffo pitching @cebit about Terabee #tech #IoT and most importantly @TeraRanger ! #CeBIT2016pic.twitter.com/eK11Mc13Gf'",0,2,5,
9:43 AM - 16 Mar 2016,"b""We're thrilled to be a media partner of the #London #Drone #Film #Festval! @ldronefilmfest - http://www.londondronefilmfestival.com/\xc2\xa0pic.twitter.com/5uMuCh0YiN""",0,2,1,
9:12 AM - 16 Mar 2016,b'Get your #preorder in quick for the new #EventHorizon #FPV #Racing #Quad here: http://www.fossilsstuff.com/event-horizon-pre-order-136-p.asp\xc2\xa0\xe2\x80\xa6pic.twitter.com/1cTlX44XN4',0,6,7,
12:07 PM - 10 Mar 2016,b'Redline is a drone delivery concept for all of Africa (and maybe the Amazon too) http://pops.ci/Yxo6n7\xc2\xa0pic.twitter.com/5ElSLd7jFP',0,35,48,('https://pbs.twimg.com/tweet_video_thumb/CdNlmjTXIAUPMyj.jpg')
4:31 AM - 16 Mar 2016,b'Researchers develop miniaturized fuel cell that makes drones fly more than 1 hour http://zpr.io/mVGU\xc2\xa0  #Dronesarethefuture #UAV #Drones',0,1,2,
6:00 PM - 15 Mar 2016,b'Make sure to take a look at Sydney Australia! http://bit.ly/1S2F0TN\xc2\xa0pic.twitter.com/GuJutv23vW',0,1,1,
6:15 PM - 15 Mar 2016,b'Crashed your drone? We found the best glue EVER for fixing our broken quadcopter parts! http://goo.gl/2mvRHa\xc2\xa0pic.twitter.com/sTOuEGrVYz',0,5,8,
6:53 PM - 15 Mar 2016,"b""The FAA's drone registration system that is expected to pass 400,000 registrants this week http://1.usa.gov/1nLwU70\xc2\xa0""",1,4,5,
7:34 PM - 15 Mar 2016,b'Flybrix is a first-step to learning about drone racing... Interview below.https://twitter.com/thirdlawsports/status/709883087052742657\xc2\xa0\xe2\x80\xa6',0,1,3,
8:54 PM - 15 Mar 2016,"b'Stopped by the Apple Store on the way home, and the @DJIGlobal Phantom 4 is here! \nhttp://thedronegirl.com/2016/03/09/djis-phantom-4-is-here-and-incredible/\xc2\xa0\xe2\x80\xa6pic.twitter.com/fxbuXT3OVW'",4,8,17,
12:14 PM - 15 Mar 2016,"b""We've released the design files for the IRIS+! Download them for free & build your own. http://3dr.io/rq81n\xc2\xa0https://twitter.com/MyMiniFactory/status/709807823769772032\xc2\xa0\xe2\x80\xa6""",0,24,38,
9:16 PM - 15 Mar 2016,b'RotorX RX122 Atom V2 Pro - The Pocket Powerhouse https://youtu.be/DG-Dz5eNlEQ\xc2\xa0 Sign up now for VIP pricing and your chance to win one! #fpv #drone',0,2,2,
9:21 PM - 15 Mar 2016,b'Vid Shows Some Totally Cool Uses For #Drones\nhttp://dld.bz/etNaG\xc2\xa0pic.twitter.com/Y5AimfdWOz',0,1,2,
2:38 PM - 15 Mar 2016,"b""#Retweet this! We'll pick a random person to receive a bamboo prototype frame. #PXFmini #RaspberryPi #PiZero #dronepic.twitter.com/gOaewt0s2t""",2,33,14,
6:20 AM - 15 Mar 2016,b'Check out  banniukfpv  final run at the @worlddroneprix championship heat. Congrats on the win\xe2\x80\xa6 https://www.instagram.com/p/BC-aEBBmHpJ/\xc2\xa0',0,3,3,
6:20 AM - 15 Mar 2016,b'The @yuneecaviation Typhoon H drone built-in front ultrasonic sensor range is 5 ft; @Intel RealSense details will be announced at later date',1,2,3,
8:54 AM - 15 Mar 2016,b'Fpv Pole Dancing by #AirV\xc5\xabz via @AirVuz http://airvuz.com/play?id=56e82321f2acdc60c624aca9\xc2\xa0\xe2\x80\xa6 #FPV #FPVracing',0,2,1,
6:42 PM - 14 Mar 2016,b'Test parts for our @ErleRobotics #PXFmini / #RaspberryPi #PiZero 180mm racing #drone. #DroneRacing #miniquad #FPVpic.twitter.com/t4p0xYzqaU',0,4,8,
8:45 AM - 14 Mar 2016,"b""It's been brought to our attention we have been using the wrong model for name for @ErleRobotics #PXFmini. It's not PFXmini. Now go buy one!""",0,5,6,
9:05 AM - 14 Mar 2016,"b""Prepping for the panel today at #SXSW with @FAANews @google @amazon and more! Come join if you're in Austin!pic.twitter.com/MIbHqlZ0MU""",1,7,8,
12:33 AM - 12 Feb 2016,b'Moment of youth - #MakeInIndia Week #startup #marinedrivepic.twitter.com/SQpjBHpmHB',166,1933,5522,('https://pbs.twimg.com/ext_tw_video_thumb/698060797482770432/pu/img/k2KRlSdaPU_gDxLj.jpg')
8:33 PM - 14 Mar 2016,b'The secret to getting ABS to stick to your 3D printer bedpic.twitter.com/Q3HMjiBZft',5,3,19,
10:26 PM - 14 Mar 2016,b'Congrats Team @DetMultirotor with at least 1 pilot on every podium @ the Team @ReadyMadeRC Air Race Arena Showdown!\nhttps://www.facebook.com/FPVracingevents/posts/226598531028397\xc2\xa0\xe2\x80\xa6',0,2,3,
6:05 PM - 14 Mar 2016,b'Hear the background on the wildly successful World Drone Prix. @worlddroneprix. http://droneradioshow.com/inside-the-world-drone-prix-with-omar-al-olama-world-org-of-racing-drones-drs-040/\xc2\xa0\xe2\x80\xa6pic.twitter.com/7flh4y9q3l',0,6,5,
3:22 AM - 15 Mar 2016,b'Our Latest Post: The Different Types of Drones! #drones #yearofthedrone #dronenr #drone #dronenews http://dronenr.com/blog-post/types-of-drones/\xc2\xa0\xe2\x80\xa6',0,4,3,
9:59 AM - 10 Nov 2015,b'Foto del equipo de FMIC participante en el evento de Pol\xc3\xadtica de #Seguridad Integral de PROSEGUR #drone service WTCpic.twitter.com/AhlRjNvo4b',0,5,2,
1:41 AM - 15 Mar 2016,"b'Sweep, scanning LiDAR sensor\nScanse LLC, San Leandro, California, USA\nhttp://pr.ai/post52898\xc2\xa0'",0,1,1,
9:31 AM - 14 Mar 2016,"b""We're on our way to @cebit ! Looking forward to connecting with you ! #CeBIT2016 #IoT #Techpic.twitter.com/CPMjZCef1n""",0,2,4,
10:30 PM - 13 Mar 2016,"b'The best drone racer in the world just won $250,000 http://engt.co/1Rh9Wwi\xc2\xa0pic.twitter.com/SaXOo1bqOA'",4,88,75,
1:45 AM - 14 Mar 2016,"b'This past weekend Dubai hosted the @WorldDronePrix where 70+ #drone pilots competed for their share of $1,000,000. http://ow.ly/Zq6E4\xc2\xa0'",1,6,6,
6:05 AM - 13 Mar 2016,b'If Jaws was made today!pic.twitter.com/kZ7kFMEmVO',0,8,5,
10:27 AM - 12 Mar 2016,"b'Full rundown of @worlddroneprix heats, places and winners @ThirdLawSports http://thirdlawsports.com/2016/03/10/world-drone-prix-2016-winner-tracking/\xc2\xa0\xe2\x80\xa6 #WDP16 #dronesaregood #drone'",1,4,3,
2:46 AM - 12 Mar 2016,b'Congratulations to All #fpvteams & #fpvpilots for forging on to the FINALS. GOOD LUCK TO ALL!  #WDP2016 #droneracingpic.twitter.com/v0L3I03xx1',0,1,0,
5:10 AM - 12 Mar 2016,b'FPV Video of Tornado X-Blades Banni UK as he races his drone through the #WorldDronePrix Track\nhttps://www.youtube.com/watch?v=NcBaYAmRoXc\xc2\xa0\xe2\x80\xa6',0,0,1,
5:03 AM - 12 Mar 2016,b'We are now on FB - https://www.facebook.com/droneracingindia/\xc2\xa0\xe2\x80\xa6 Support and Like our page',0,0,0,
4:21 AM - 12 Mar 2016,b'IDRL - Official Home of the Indian Drone Racing League is now on Twitter! Follow us for the latest in Indian Drone Racing!',0,2,5,
